0,12.0131
1,12.0131
2,11.8046
3,11.8046
4,11.303
5,11.1079
6,10.8192
7,10.8192
8,10.8191
9,10.8191
10,10.779
11,10.7476
12,10.587
13,10.587
14,10.477
15,10.477
16,10.3085
17,10.2799
18,10.2004
19,10.1471
20,10.1435
21,10.0436
22,10.0436
23,10.0265
24,10.0265
25,10.001
26,9.9339
27,9.9339
28,9.8939
29,9.8939
30,9.84006
31,9.83085
32,9.82178
33,9.82158
34,9.82158
35,9.82143
36,9.82143
37,9.82143
38,9.80578
39,9.80578
40,9.80578
41,9.81061
42,9.79974
43,9.79974
44,9.80364
45,9.80602
46,9.80602
47,9.80602
48,9.80602
49,9.80602
50,9.88048
51,9.87096
52,9.86449
53,9.83227
54,9.83227
55,9.82152
56,9.82152
57,9.82615
58,9.82615
59,9.8331
60,9.82354
61,9.82497
62,9.82497
63,9.82497
64,9.82497
65,9.82497
66,9.82499
67,9.82499
68,9.82516
69,9.82516
70,9.82516
71,9.82521
72,9.83143
73,9.83143
74,9.82997
75,9.83981
76,9.83981
77,9.83497
78,9.82132
79,9.82127
80,9.82127
81,9.82127
82,9.82127
83,9.82127
84,9.82127
85,9.82127
86,9.82127
87,9.82127
88,9.82127
89,9.82127
90,9.82127
91,9.82117
92,9.82117
93,9.82117
94,9.82117
95,9.82117
96,9.82117
97,9.82117
98,9.82887
99,9.82886
100,9.82886
101,9.82886
102,9.82886
103,9.82886
104,9.81907
105,9.81859
106,9.81859
107,9.81859
108,9.80406
109,9.7885
110,9.7885
111,9.79027
112,9.79027
113,9.79027
114,9.79027
115,9.79027
116,9.79027
117,9.79027
118,9.80262
119,9.81074
120,9.81074
121,9.79465
122,9.79465
123,9.79465
124,9.79465
125,9.79465
126,9.79521
127,9.78516
128,9.7894
129,9.7894
130,9.7894
131,9.7894
132,9.7894
133,9.7894
134,9.7894
135,9.7894
136,9.7894
137,9.79539
138,9.79539
139,9.79539
140,9.78948
141,9.78908
142,9.78908
143,9.77402
144,9.79304
145,9.79304
146,9.79304
147,9.79304
148,9.79304
149,9.79303
150,9.79303
151,9.79314
152,9.79462
153,9.79609
154,9.79156
155,9.79154
156,9.79991
157,9.78853
158,9.78853
159,9.79141
160,9.79141
161,9.79141
162,9.79141
163,9.79141
164,9.79138
165,9.79138
166,9.79138
167,9.77738
168,9.77738
169,9.77738
170,9.77237
171,9.76267
172,9.76229
173,9.76229
174,9.76229
175,9.76229
176,9.7571
177,9.7571
178,9.75709
179,9.75709
180,9.75709
181,9.75709
182,9.74688
183,9.74688
184,9.72112
185,9.71684
186,9.71683
187,9.71683
188,9.71683
189,9.70891
190,9.70891
191,9.70891
192,9.74194
193,9.72256
