0,21.7847
1,21.7847
2,21.7847
3,21.7768
4,21.7768
5,21.7768
6,21.7558
7,21.7519
8,21.7519
9,21.7519
10,21.7317
11,21.7178
12,21.7178
13,21.7178
14,21.7108
15,21.698
16,21.698
17,21.698
18,21.6907
19,21.6907
20,21.6759
21,21.6759
22,21.6742
23,21.6742
24,21.6623
25,21.6623
26,21.6587
27,21.6587
28,21.655
29,21.6455
30,21.6157
31,21.6001
32,21.6001
33,21.5872
34,21.5728
35,21.5728
36,21.559
37,21.5586
38,21.5586
39,21.5586
40,21.5558
41,21.5508
42,21.5407
43,21.5206
44,21.5152
45,21.5114
46,21.5114
47,21.5114
48,21.5114
49,21.5114
50,21.5036
51,21.5023
52,21.4886
53,21.4886
54,21.4886
55,21.4886
56,21.4886
57,21.4718
58,21.4618
59,21.4555
60,21.4555
61,21.4555
62,21.4424
63,21.4368
64,21.4368
65,21.4246
66,21.4246
67,21.4139
68,21.3981
69,21.3981
70,21.3864
71,21.3743
72,21.3743
73,21.3743
74,21.3743
75,21.3685
76,21.3636
77,21.3636
78,21.3455
79,21.3367
80,21.3302
81,21.3221
82,21.3221
83,21.3171
84,21.3046
85,21.3007
86,21.3007
87,21.2981
88,21.2981
89,21.2958
90,21.2958
91,21.2901
92,21.2901
93,21.279
94,21.279
95,21.279
96,21.279
97,21.279
98,21.2355
99,21.2355
100,21.2355
101,21.217
102,21.217
103,21.2127
104,21.2093
105,21.2093
106,21.2075
107,21.205
108,21.1985
109,21.1893
110,21.1738
111,21.1653
112,21.1653
113,21.1653
114,21.1653
115,21.1653
116,21.1653
117,21.1623
118,21.1469
119,21.1469
120,21.1469
121,21.1469
122,21.1469
123,21.1469
124,21.1432
125,21.1432
126,21.1406
127,21.13
128,21.1224
129,21.1224
130,21.1146
131,21.1146
132,21.1146
133,21.1145
134,21.1145
135,21.1145
136,21.1013
137,21.1013
138,21.1013
139,21.0952
140,21.0952
141,21.063
142,21.063
143,21.063
144,21.063
145,21.063
146,21.0582
147,21.0313
148,21.0313
149,21.0313
150,21.0286
151,21.0286
152,21.0142
153,21.0083
154,20.9841
155,20.9841
156,20.9841
157,20.9841
158,20.9625
159,20.962
160,20.962
161,20.962
162,20.962
163,20.962
164,20.9569
165,20.9423
166,20.9392
167,20.9392
168,20.9392
169,20.9356
170,20.9356
171,20.9356
172,20.9356
173,20.9356
174,20.9223
175,20.9128
176,20.9067
177,20.9
178,20.9
179,20.9
180,20.8889
181,20.8856
182,20.874
183,20.8652
184,20.8652
185,20.8538
186,20.8538
187,20.8538
188,20.8522
189,20.8522
190,20.8459
191,20.8455
192,20.8362
193,20.8283
194,20.8283
195,20.7942
196,20.7918
197,20.7918
198,20.7813
199,20.7813
200,20.7794
201,20.7794
202,20.7647
203,20.7435
204,20.7435
205,20.7166
206,20.7166
207,20.7166
208,20.7091
209,20.7046
210,20.7046
211,20.7046
212,20.6971
213,20.6971
214,20.6754
215,20.666
216,20.666
217,20.6531
218,20.6445
219,20.6411
220,20.6312
221,20.6312
222,20.6312
223,20.6252
224,20.6252
